;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/04/2022 18:39:38
;----------------------------------------------

;Address Opcode 	ASM
0x0430	0x00F2      	MOVWF      R2
;__Lib_CString.c,130 :: 		
L_strcpy34:
0x0431	0x0872      	MOVF       R2, 0
0x0432	0x00F1      	MOVWF      R1
0x0433	0x0AF2      	INCF       R2, 1
0x0434	0x084E      	MOVF       FARG_strcpy_from, 0
0x0435	0x00F0      	MOVWF      R0
0x0436	0x0ACE      	INCF       FARG_strcpy_from, 1
0x0437	0x0870      	MOVF       R0, 0
0x0438	0x0084      	MOVWF      FSR
0x0439	0x0800      	MOVF       INDF, 0
0x043A	0x00F0      	MOVWF      R0
0x043B	0x0871      	MOVF       R1, 0
0x043C	0x0084      	MOVWF      FSR
0x043D	0x0870      	MOVF       R0, 0
0x043E	0x0080      	MOVWF      INDF
0x043F	0x0871      	MOVF       R1, 0
0x0440	0x0084      	MOVWF      FSR
0x0441	0x0800      	MOVF       INDF, 0
0x0442	0x1903      	BTFSC      STATUS, 2
0x0443	0x2C45      	GOTO       L_strcpy35
;__Lib_CString.c,131 :: 		
0x0444	0x2C31      	GOTO       L_strcpy34
L_strcpy35:
;__Lib_CString.c,132 :: 		
0x0445	0x084D      	MOVF       FARG_strcpy_to, 0
0x0446	0x00F0      	MOVWF      R0
;__Lib_CString.c,133 :: 		
L_end_strcpy:
0x0447	0x0008      	RETURN
; end of _strcpy
_Mul_32x32_U:
;__Lib_Math.c,1774 :: 		
;__Lib_Math.c,1789 :: 		
0x0448	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,1790 :: 		
0x0449	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,1791 :: 		
0x044A	0x3022      	MOVLW      34
;__Lib_Math.c,1792 :: 		
0x044B	0x00FC      	MOVWF      R12
;__Lib_Math.c,1793 :: 		
0x044C	0x01F8      	CLRF       R8
;__Lib_Math.c,1794 :: 		
0x044D	0x01F9      	CLRF       R9
;__Lib_Math.c,1795 :: 		
0x044E	0x01FA      	CLRF       R10
;__Lib_Math.c,1796 :: 		
0x044F	0x01FB      	CLRF       R11
;__Lib_Math.c,1798 :: 		
_NEXT:
;__Lib_Math.c,1802 :: 		
0x0450	0x03FC      	DECF       R12, 1
;__Lib_Math.c,1803 :: 		
0x0451	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,1804 :: 		
0x0452	0x2C7E      	GOTO       _EXIT2
;__Lib_Math.c,1805 :: 		
0x0453	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,1807 :: 		
_LOOP:
;__Lib_Math.c,1816 :: 		
0x0454	0x0CFB      	RRF        R11, 1
;__Lib_Math.c,1817 :: 		
0x0455	0x0CFA      	RRF        R10, 1
;__Lib_Math.c,1818 :: 		
0x0456	0x0CF9      	RRF        R9, 1
;__Lib_Math.c,1819 :: 		
0x0457	0x0CF8      	RRF        R8, 1
;__Lib_Math.c,1820 :: 		
0x0458	0x0CF3      	RRF        R3, 1
;__Lib_Math.c,1821 :: 		
0x0459	0x0CF2      	RRF        R2, 1
;__Lib_Math.c,1822 :: 		
0x045A	0x0CF1      	RRF        R1, 1
;__Lib_Math.c,1823 :: 		
0x045B	0x0CF0      	RRF        R0, 1
;__Lib_Math.c,1828 :: 		
0x045C	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,1829 :: 		
0x045D	0x2C50      	GOTO       _NEXT
;__Lib_Math.c,1830 :: 		
0x045E	0x03FC      	DECF       R12, 1
;__Lib_Math.c,1831 :: 		
0x045F	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,1832 :: 		
0x0460	0x2C70      	GOTO       _EXIT1
;__Lib_Math.c,1839 :: 		
0x0461	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1840 :: 		
0x0462	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,1841 :: 		
0x0463	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1842 :: 		
0x0464	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1843 :: 		
0x0465	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1844 :: 		
0x0466	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,1845 :: 		
0x0467	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1846 :: 		
0x0468	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1847 :: 		
0x0469	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1848 :: 		
0x046A	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,1849 :: 		
0x046B	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1850 :: 		
0x046C	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1851 :: 		
0x046D	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1852 :: 		
0x046E	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1854 :: 		
0x046F	0x2C54      	GOTO       _LOOP
;__Lib_Math.c,1856 :: 		
_EXIT1:
;__Lib_Math.c,1861 :: 		
0x0470	0x0874      	MOVF       R4, 0
;__Lib_Math.c,1862 :: 		
0x0471	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,1863 :: 		
0x0472	0x0875      	MOVF       R5, 0
;__Lib_Math.c,1864 :: 		
0x0473	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1865 :: 		
0x0474	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,1866 :: 		
0x0475	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,1867 :: 		
0x0476	0x0876      	MOVF       R6, 0
;__Lib_Math.c,1868 :: 		
0x0477	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1869 :: 		
0x0478	0x0F76      	INCFSZ     R6, 0
;__Lib_Math.c,1870 :: 		
0x0479	0x07FA      	ADDWF      R10, 1
;__Lib_Math.c,1871 :: 		
0x047A	0x0877      	MOVF       R7, 0
;__Lib_Math.c,1872 :: 		
0x047B	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,1873 :: 		
0x047C	0x0F77      	INCFSZ     R7, 0
;__Lib_Math.c,1874 :: 		
0x047D	0x07FB      	ADDWF      R11, 1
;__Lib_Math.c,1877 :: 		
_EXIT2:
;__Lib_Math.c,1879 :: 		
L_end_Mul_32x32_U:
0x047E	0x0008      	RETURN
; end of _Mul_32x32_U
_SETFDZ32:
;__Lib_MathDouble.c,102 :: 		
;__Lib_MathDouble.c,105 :: 		
0x047F	0x15FB      	BSF        R11, 3
;__Lib_MathDouble.c,106 :: 		
0x0480	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,108 :: 		
L_end_SETFDZ32:
0x0481	0x0008      	RETURN
; end of _SETFDZ32
_Div_8X8_S:
;__Lib_Math.c,606 :: 		
;__Lib_Math.c,614 :: 		
0x0482	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,615 :: 		
0x0483	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,616 :: 		
0x0484	0x01FD      	CLRF       R13
;__Lib_Math.c,617 :: 		
0x0485	0x01F8      	CLRF       R8
;__Lib_Math.c,618 :: 		
0x0486	0x0870      	MOVF       R0, 0
;__Lib_Math.c,619 :: 		
0x0487	0x1903      	BTFSC      STATUS, 2
;__Lib_Math.c,620 :: 		
0x0488	0x3400      	RETLW      0
;__Lib_Math.c,621 :: 		
0x0489	0x0674      	XORWF      R4, 0
;__Lib_Math.c,622 :: 		
0x048A	0x00FA      	MOVWF      R10
;__Lib_Math.c,623 :: 		
0x048B	0x1BFA      	BTFSC      R10, 7
;__Lib_Math.c,624 :: 		
0x048C	0x09FD      	COMF       R13, 1
;__Lib_Math.c,625 :: 		
0x048D	0x01FB      	CLRF       R11
;__Lib_Math.c,626 :: 		
0x048E	0x1FF4      	BTFSS      R4, 7
;__Lib_Math.c,627 :: 		
0x048F	0x2C92      	GOTO       $+3
;__Lib_Math.c,628 :: 		
0x0490	0x09F4      	COMF       R4, 1
;__Lib_Math.c,629 :: 		
0x0491	0x0AF4      	INCF       R4, 1
;__Lib_Math.c,630 :: 		
0x0492	0x1FF0      	BTFSS      R0, 7
;__Lib_Math.c,631 :: 		
0x0493	0x2C96      	GOTO       $+3
;__Lib_Math.c,632 :: 		
0x0494	0x09F0      	COMF       R0, 1
;__Lib_Math.c,633 :: 		
0x0495	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,634 :: 		
0x0496	0x0870      	MOVF       R0, 0
;__Lib_Math.c,635 :: 		
0x0497	0x0474      	IORWF      R4, 0
;__Lib_Math.c,636 :: 		
0x0498	0x00FA      	MOVWF      R10
;__Lib_Math.c,637 :: 		
0x0499	0x1BFA      	BTFSC      R10, 7
;__Lib_Math.c,638 :: 		
0x049A	0x2CBA      	GOTO       $+32
;__Lib_Math.c,639 :: 		
0x049B	0x0874      	MOVF       R4, 0
;__Lib_Math.c,640 :: 		
0x049C	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,641 :: 		
0x049D	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,642 :: 		
0x049E	0x0D70      	RLF        R0, 0
;__Lib_Math.c,643 :: 		
0x049F	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,644 :: 		
0x04A0	0x0874      	MOVF       R4, 0
;__Lib_Math.c,645 :: 		
0x04A1	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,646 :: 		
0x04A2	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,647 :: 		
0x04A3	0x3006      	MOVLW      6
;__Lib_Math.c,648 :: 		
0x04A4	0x00FC      	MOVWF      R12
;__Lib_Math.c,649 :: 		
0x04A5	0x0D70      	RLF        R0, 0
;__Lib_Math.c,650 :: 		
0x04A6	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,651 :: 		
0x04A7	0x0874      	MOVF       R4, 0
;__Lib_Math.c,652 :: 		
0x04A8	0x1870      	BTFSC      R0, 0
;__Lib_Math.c,653 :: 		
0x04A9	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,654 :: 		
0x04AA	0x1C70      	BTFSS      R0, 0
;__Lib_Math.c,655 :: 		
0x04AB	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,656 :: 		
0x04AC	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,657 :: 		
0x04AD	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,658 :: 		
0x04AE	0x2CA5      	GOTO       $-9
;__Lib_Math.c,659 :: 		
0x04AF	0x1C70      	BTFSS      R0, 0
;__Lib_Math.c,660 :: 		
0x04B0	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,661 :: 		
0x04B1	0x187B      	BTFSC      R11, 0
;__Lib_Math.c,662 :: 		
0x04B2	0x2CC8      	GOTO       $+22
;__Lib_Math.c,663 :: 		
0x04B3	0x1FFD      	BTFSS      R13, 7
;__Lib_Math.c,664 :: 		
0x04B4	0x3400      	RETLW      0
;__Lib_Math.c,665 :: 		
0x04B5	0x09F0      	COMF       R0, 1
;__Lib_Math.c,666 :: 		
0x04B6	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,667 :: 		
0x04B7	0x09F8      	COMF       R8, 1
;__Lib_Math.c,668 :: 		
0x04B8	0x0AF8      	INCF       R8, 1
;__Lib_Math.c,669 :: 		
0x04B9	0x3400      	RETLW      0
;__Lib_Math.c,670 :: 		
0x04BA	0x1FF4      	BTFSS      R4, 7
;__Lib_Math.c,671 :: 		
0x04BB	0x2CC5      	GOTO       $+10
;__Lib_Math.c,672 :: 		
0x04BC	0x1BF0      	BTFSC      R0, 7
;__Lib_Math.c,673 :: 		
0x04BD	0x2CC2      	GOTO       $+5
;__Lib_Math.c,674 :: 		
0x04BE	0x0870      	MOVF       R0, 0
;__Lib_Math.c,675 :: 		
0x04BF	0x00F8      	MOVWF      R8
;__Lib_Math.c,676 :: 		
0x04C0	0x01F0      	CLRF       R0
;__Lib_Math.c,677 :: 		
0x04C1	0x2CB3      	GOTO       $-14
;__Lib_Math.c,678 :: 		
0x04C2	0x01F0      	CLRF       R0
;__Lib_Math.c,679 :: 		
0x04C3	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,680 :: 		
0x04C4	0x3400      	RETLW      0
;__Lib_Math.c,681 :: 		
0x04C5	0x09F0      	COMF       R0, 1
;__Lib_Math.c,682 :: 		
0x04C6	0x0AFB      	INCF       R11, 1
;__Lib_Math.c,683 :: 		
0x04C7	0x2C9B      	GOTO       $-44
;__Lib_Math.c,684 :: 		
0x04C8	0x0AF8      	INCF       R8, 1
;__Lib_Math.c,685 :: 		
0x04C9	0x0874      	MOVF       R4, 0
;__Lib_Math.c,686 :: 		
0x04CA	0x0278      	SUBWF      R8, 0
;__Lib_Math.c,687 :: 		
0x04CB	0x1D03      	BTFSS      STATUS, 2
;__Lib_Math.c,688 :: 		
0x04CC	0x2CB3      	GOTO       $-25
;__Lib_Math.c,689 :: 		
0x04CD	0x01F8      	CLRF       R8
;__Lib_Math.c,690 :: 		
0x04CE	0x0AF0      	INCF       R0, 1
;__Lib_Math.c,691 :: 		
0x04CF	0x1FF0      	BTFSS      R0, 7
;__Lib_Math.c,692 :: 		
0x04D0	0x2CB3      	GOTO       $-29
;__Lib_Math.c,693 :: 		
0x04D1	0x34FF      	RETLW      255
;__Lib_Math.c,695 :: 		
L_end_Div_8X8_S:
0x04D2	0x0008      	RETURN
; end of _Div_8X8_S
_Get_Fosc_kHz:
;__Lib_Delays.c,1 :: 		unsigned long Get_Fosc_kHz(){
;__Lib_Delays.c,3 :: 		return Clock_kHz();
0x04D3	0x3040      	MOVLW      64
0x04D4	0x1283      	BCF        STATUS, 5
0x04D5	0x1303      	BCF        STATUS, 6
0x04D6	0x00F0      	MOVWF      R0
0x04D7	0x301F      	MOVLW      31
0x04D8	0x00F1      	MOVWF      R0+1
0x04D9	0x01F2      	CLRF       R0+2
0x04DA	0x01F3      	CLRF       R0+3
;__Lib_Delays.c,5 :: 		}
L_end_Get_Fosc_kHz:
0x04DB	0x0008      	RETURN
; end of _Get_Fosc_kHz
_Delay_Cyc:
;__Lib_Delays.c,65 :: 		void Delay_Cyc(char cycles_div_by_10)  { // Cycles_div_by_10: min 3, max 255
;__Lib_Delays.c,67 :: 		--cycles_div_by_10;
0x04DC	0x1683      	BSF        STATUS, 5
0x04DD	0x1303      	BCF        STATUS, 6
0x04DE	0x03DC      	DECF       FARG_Delay_Cyc_cycles_div_by_10, 1
;__Lib_Delays.c,68 :: 		--cycles_div_by_10;
0x04DF	0x03DC      	DECF       FARG_Delay_Cyc_cycles_div_by_10, 1
;__Lib_Delays.c,69 :: 		while (cycles_div_by_10 > 0) {
L_Delay_Cyc13:
0x04E0	0x085C      	MOVF       FARG_Delay_Cyc_cycles_div_by_10, 0
0x04E1	0x3C00      	SUBLW      0
0x04E2	0x1803      	BTFSC      STATUS, 0
0x04E3	0x2CE9      	GOTO       L_Delay_Cyc14
;__Lib_Delays.c,70 :: 		--cycles_div_by_10;
0x04E4	0x03DC      	DECF       FARG_Delay_Cyc_cycles_div_by_10, 1
;__Lib_Delays.c,71 :: 		asm nop;
0x04E5	0x0000      	NOP
;__Lib_Delays.c,72 :: 		asm nop;
0x04E6	0x0000      	NOP
;__Lib_Delays.c,73 :: 		asm nop;
0x04E7	0x0000      	NOP
;__Lib_Delays.c,74 :: 		}
0x04E8	0x2CE0      	GOTO       L_Delay_Cyc13
L_Delay_Cyc14:
;__Lib_Delays.c,75 :: 		asm nop;
0x04E9	0x0000      	NOP
;__Lib_Delays.c,76 :: 		asm nop;
0x04EA	0x0000      	NOP
;__Lib_Delays.c,77 :: 		asm nop;
0x04EB	0x0000      	NOP
;__Lib_Delays.c,78 :: 		asm nop;
0x04EC	0x0000      	NOP
;__Lib_Delays.c,79 :: 		asm nop;
0x04ED	0x0000      	NOP
;__Lib_Delays.c,80 :: 		}
L_end_Delay_Cyc:
0x04EE	0x0008      	RETURN
; end of _Delay_Cyc
_Div_16X16_U:
;__Lib_Math.c,215 :: 		
;__Lib_Math.c,222 :: 		
0x04EF	0x1283      	BCF        STATUS, 5
;__Lib_Math.c,223 :: 		
0x04F0	0x1303      	BCF        STATUS, 6
;__Lib_Math.c,224 :: 		
0x04F1	0x01F8      	CLRF       R8
;__Lib_Math.c,225 :: 		
0x04F2	0x01F9      	CLRF       R9
;__Lib_Math.c,226 :: 		
0x04F3	0x3010      	MOVLW      16
;__Lib_Math.c,227 :: 		
0x04F4	0x00FC      	MOVWF      R12
;__Lib_Math.c,228 :: 		
0x04F5	0x0D71      	RLF        R1, 0
;__Lib_Math.c,229 :: 		
0x04F6	0x0DF8      	RLF        R8, 1
;__Lib_Math.c,230 :: 		
0x04F7	0x0DF9      	RLF        R9, 1
;__Lib_Math.c,231 :: 		
0x04F8	0x0874      	MOVF       R4, 0
;__Lib_Math.c,232 :: 		
0x04F9	0x02F8      	SUBWF      R8, 1
;__Lib_Math.c,233 :: 		
0x04FA	0x0875      	MOVF       R5, 0
;__Lib_Math.c,234 :: 		
0x04FB	0x1C03      	BTFSS      STATUS, 0
;__Lib_Math.c,235 :: 		
0x04FC	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,236 :: 		
0x04FD	0x02F9      	SUBWF      R9, 1
;__Lib_Math.c,237 :: 		
0x04FE	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,238 :: 		
0x04FF	0x2D07      	GOTO       $+8
;__Lib_Math.c,239 :: 		
0x0500	0x0874      	MOVF       R4, 0
;__Lib_Math.c,240 :: 		
0x0501	0x07F8      	ADDWF      R8, 1
;__Lib_Math.c,241 :: 		
0x0502	0x0875      	MOVF       R5, 0
;__Lib_Math.c,242 :: 		
0x0503	0x1803      	BTFSC      STATUS, 0
;__Lib_Math.c,243 :: 		
0x0504	0x0F75      	INCFSZ     R5, 0
;__Lib_Math.c,244 :: 		
0x0505	0x07F9      	ADDWF      R9, 1
;__Lib_Math.c,245 :: 		
0x0506	0x1003      	BCF        STATUS, 0
;__Lib_Math.c,246 :: 		
0x0507	0x0DF0      	RLF        R0, 1
;__Lib_Math.c,247 :: 		
0x0508	0x0DF1      	RLF        R1, 1
;__Lib_Math.c,248 :: 		
0x0509	0x0BFC      	DECFSZ     R12, 1
;__Lib_Math.c,249 :: 		
0x050A	0x2CF5      	GOTO       $-21
;__Lib_Math.c,251 :: 		
L_end_Div_16X16_U:
0x050B	0x0008      	RETURN
; end of _Div_16X16_U
_FloatToStr:
;__Lib_Conversions.c,521 :: 		
;__Lib_Conversions.c,523 :: 		
0x050C	0x1683      	BSF        STATUS, 5
0x050D	0x1303      	BCF        STATUS, 6
0x050E	0x01CB      	CLRF       FloatToStr_bpoint_L0
0x050F	0x01CC      	CLRF       FloatToStr_dexpon_L0
;__Lib_Conversions.c,528 :: 		
0x0510	0x0840      	MOVF       FARG_FloatToStr_fnum, 0
0x0511	0x00C7      	MOVWF      FloatToStr_un_L0
0x0512	0x0841      	MOVF       FARG_FloatToStr_fnum+1, 0
0x0513	0x00C8      	MOVWF      FloatToStr_un_L0+1
0x0514	0x0842      	MOVF       FARG_FloatToStr_fnum+2, 0
0x0515	0x00C9      	MOVWF      FloatToStr_un_L0+2
0x0516	0x0843      	MOVF       FARG_FloatToStr_fnum+3, 0
0x0517	0x00CA      	MOVWF      FloatToStr_un_L0+3
;__Lib_Conversions.c,529 :: 		
0x0518	0x084A      	MOVF       FloatToStr_un_L0+3, 0
0x0519	0x3AFF      	XORLW      255
0x051A	0x1D03      	BTFSS      STATUS, 2
0x051B	0x2D26      	GOTO       L__FloatToStr196
0x051C	0x0849      	MOVF       FloatToStr_un_L0+2, 0
0x051D	0x3AFF      	XORLW      255
0x051E	0x1D03      	BTFSS      STATUS, 2
0x051F	0x2D26      	GOTO       L__FloatToStr196
0x0520	0x0848      	MOVF       FloatToStr_un_L0+1, 0
0x0521	0x3AFF      	XORLW      255
0x0522	0x1D03      	BTFSS      STATUS, 2
0x0523	0x2D26      	GOTO       L__FloatToStr196
0x0524	0x0847      	MOVF       FloatToStr_un_L0, 0
0x0525	0x3AFF      	XORLW      255
L__FloatToStr196:
0x0526	0x1D03      	BTFSS      STATUS, 2
0x0527	0x2D30      	GOTO       L_FloatToStr90
;__Lib_Conversions.c,530 :: 		
0x0528	0x0844      	MOVF       FARG_FloatToStr_str, 0
0x0529	0x00CD      	MOVWF      FARG_strcpy_to
0x052A	0x3067      	MOVLW      ?lstr1___Lib_Conversions
0x052B	0x00CE      	MOVWF      FARG_strcpy_from
0x052C	0x242D      	CALL       _strcpy
;__Lib_Conversions.c,531 :: 		
0x052D	0x3003      	MOVLW      3
0x052E	0x00F0      	MOVWF      R0
0x052F	0x2F11      	GOTO       L_end_FloatToStr
;__Lib_Conversions.c,532 :: 		
L_FloatToStr90:
;__Lib_Conversions.c,533 :: 		
0x0530	0x3001      	MOVLW      1
0x0531	0x00C5      	MOVWF      FloatToStr_i_L0
;__Lib_Conversions.c,534 :: 		
0x0532	0x1FC9      	BTFSS      FloatToStr_un_L0+2, 7
0x0533	0x2D3F      	GOTO       L_FloatToStr91
;__Lib_Conversions.c,535 :: 		
0x0534	0x3080      	MOVLW      128
0x0535	0x0649      	XORWF      FloatToStr_un_L0+2, 0
0x0536	0x00F0      	MOVWF      R0
0x0537	0x0870      	MOVF       R0, 0
0x0538	0x00C9      	MOVWF      FloatToStr_un_L0+2
;__Lib_Conversions.c,536 :: 		
0x0539	0x0AC5      	INCF       FloatToStr_i_L0, 1
;__Lib_Conversions.c,537 :: 		
0x053A	0x0844      	MOVF       FARG_FloatToStr_str, 0
0x053B	0x0084      	MOVWF      FSR
0x053C	0x302D      	MOVLW      45
0x053D	0x0080      	MOVWF      INDF
0x053E	0x0AC4      	INCF       FARG_FloatToStr_str, 1
;__Lib_Conversions.c,538 :: 		
L_FloatToStr91:
;__Lib_Conversions.c,539 :: 		
0x053F	0x3000      	MOVLW      0
0x0540	0x00F0      	MOVWF      R0
0x0541	0x064A      	XORWF      FloatToStr_un_L0+3, 0
0x0542	0x1D03      	BTFSS      STATUS, 2
0x0543	0x2D4E      	GOTO       L__FloatToStr197
0x0544	0x0870      	MOVF       R0, 0
0x0545	0x0649      	XORWF      FloatToStr_un_L0+2, 0
0x0546	0x1D03      	BTFSS      STATUS, 2
0x0547	0x2D4E      	GOTO       L__FloatToStr197
0x0548	0x0870      	MOVF       R0, 0
0x0549	0x0648      	XORWF      FloatToStr_un_L0+1, 0
0x054A	0x1D03      	BTFSS      STATUS, 2
0x054B	0x2D4E      	GOTO       L__FloatToStr197
0x054C	0x0847      	MOVF       FloatToStr_un_L0, 0
0x054D	0x3A00      	XORLW      0
L__FloatToStr197:
0x054E	0x1D03      	BTFSS      STATUS, 2
0x054F	0x2D57      	GOTO       L_FloatToStr92
;__Lib_Conversions.c,540 :: 		
0x0550	0x0844      	MOVF       FARG_FloatToStr_str, 0
0x0551	0x00CD      	MOVWF      FARG_strcpy_to
0x0552	0x3065      	MOVLW      ?lstr2___Lib_Conversions
0x0553	0x00CE      	MOVWF      FARG_strcpy_from
0x0554	0x242D      	CALL       _strcpy
;__Lib_Conversions.c,541 :: 		
0x0555	0x01F0      	CLRF       R0
0x0556	0x2F11      	GOTO       L_end_FloatToStr
;__Lib_Conversions.c,542 :: 		
L_FloatToStr92:
;__Lib_Conversions.c,543 :: 		
0x0557	0x084A      	MOVF       FloatToStr_un_L0+3, 0
0x0558	0x3AFF      	XORLW      255
0x0559	0x1D03      	BTFSS      STATUS, 2
0x055A	0x2D65      	GOTO       L__FloatToStr198
0x055B	0x0849      	MOVF       FloatToStr_un_L0+2, 0
0x055C	0x3A00      	XORLW      0
0x055D	0x1D03      	BTFSS      STATUS, 2
0x055E	0x2D65      	GOTO       L__FloatToStr198
0x055F	0x0848      	MOVF       FloatToStr_un_L0+1, 0
0x0560	0x3A00      	XORLW      0
0x0561	0x1D03      	BTFSS      STATUS, 2
0x0562	0x2D65      	GOTO       L__FloatToStr198
0x0563	0x0847      	MOVF       FloatToStr_un_L0, 0
0x0564	0x3A00      	XORLW      0
L__FloatToStr198:
0x0565	0x1D03      	BTFSS      STATUS, 2
0x0566	0x2D6F      	GOTO       L_FloatToStr93
;__Lib_Conversions.c,544 :: 		
0x0567	0x0844      	MOVF       FARG_FloatToStr_str, 0
0x0568	0x00CD      	MOVWF      FARG_strcpy_to
0x0569	0x3061      	MOVLW      ?lstr3___Lib_Conversions
0x056A	0x00CE      	MOVWF      FARG_strcpy_from
0x056B	0x242D      	CALL       _strcpy
;__Lib_Conversions.c,545 :: 		
0x056C	0x0845      	MOVF       FloatToStr_i_L0, 0
0x056D	0x00F0      	MOVWF      R0
0x056E	0x2F11      	GOTO       L_end_FloatToStr
;__Lib_Conversions.c,546 :: 		
L_FloatToStr93:
;__Lib_Conversions.c,554 :: 		
L_FloatToStr94:
0x056F	0x3000      	MOVLW      0
0x0570	0x00F4      	MOVWF      R4
0x0571	0x3000      	MOVLW      0
0x0572	0x00F5      	MOVWF      R4+1
0x0573	0x3000      	MOVLW      0
0x0574	0x00F6      	MOVWF      R4+2
0x0575	0x307F      	MOVLW      127
0x0576	0x00F7      	MOVWF      R4+3
0x0577	0x0847      	MOVF       FloatToStr_un_L0, 0
0x0578	0x00F0      	MOVWF      R0
0x0579	0x0848      	MOVF       FloatToStr_un_L0+1, 0
0x057A	0x00F1      	MOVWF      R0+1
0x057B	0x0849      	MOVF       FloatToStr_un_L0+2, 0
0x057C	0x00F2      	MOVWF      R0+2
0x057D	0x084A      	MOVF       FloatToStr_un_L0+3, 0
0x057E	0x00F3      	MOVWF      R0+3
0x057F	0x21BD      	CALL       _Compare_Double
0x0580	0x3001      	MOVLW      1
0x0581	0x1803      	BTFSC      STATUS, 0
0x0582	0x3000      	MOVLW      0
0x0583	0x00F0      	MOVWF      R0
0x0584	0x0870      	MOVF       R0, 0
0x0585	0x1903      	BTFSC      STATUS, 2
0x0586	0x2DA4      	GOTO       L_FloatToStr95
;__Lib_Conversions.c,555 :: 		
0x0587	0x1683      	BSF        STATUS, 5
0x0588	0x0847      	MOVF       FloatToStr_un_L0, 0
0x0589	0x00F0      	MOVWF      R0
0x058A	0x0848      	MOVF       FloatToStr_un_L0+1, 0
0x058B	0x00F1      	MOVWF      R0+1
0x058C	0x0849      	MOVF       FloatToStr_un_L0+2, 0
0x058D	0x00F2      	MOVWF      R0+2
0x058E	0x084A      	MOVF       FloatToStr_un_L0+3, 0
0x058F	0x00F3      	MOVWF      R0+3
0x0590	0x3000      	MOVLW      0
0x0591	0x00F4      	MOVWF      R4
0x0592	0x3000      	MOVLW      0
0x0593	0x00F5      	MOVWF      R4+1
0x0594	0x3020      	MOVLW      32
0x0595	0x00F6      	MOVWF      R4+2
0x0596	0x3082      	MOVLW      130
0x0597	0x00F7      	MOVWF      R4+3
0x0598	0x23CC      	CALL       _Mul_32x32_FP
0x0599	0x0870      	MOVF       R0, 0
0x059A	0x1683      	BSF        STATUS, 5
0x059B	0x00C7      	MOVWF      FloatToStr_un_L0
0x059C	0x0871      	MOVF       R0+1, 0
0x059D	0x00C8      	MOVWF      FloatToStr_un_L0+1
0x059E	0x0872      	MOVF       R0+2, 0
0x059F	0x00C9      	MOVWF      FloatToStr_un_L0+2
0x05A0	0x0873      	MOVF       R0+3, 0
0x05A1	0x00CA      	MOVWF      FloatToStr_un_L0+3
;__Lib_Conversions.c,556 :: 		
0x05A2	0x03CC      	DECF       FloatToStr_dexpon_L0, 1
;__Lib_Conversions.c,557 :: 		
0x05A3	0x2D6F      	GOTO       L_FloatToStr94
L_FloatToStr95:
;__Lib_Conversions.c,562 :: 		
L_FloatToStr96:
0x05A4	0x1683      	BSF        STATUS, 5
0x05A5	0x3000      	MOVLW      0
